Scenario1,Scenario2,Scenario3,Scenario4
30.0776643118598,30.1800337851398,30.1391825350562,30.2180547186755
65.7376932038625,90.8164503690655,66.3439066300073,76.7249299521375
65.4812627611861,91.8301419425677,65.0245078188481,77.4804955463639
65.9644716161531,89.5787024844758,66.2843794409575,76.5745153834133
65.3848508295265,69.3605526249629,87.1868188726027,77.7988046927181
66.2025520809015,69.1695018538877,86.3881724730303,78.2464414899612
66.0568701921594,69.6950912191969,85.2387355187982,76.7249299521375
66.4797631173504,69.3605526249629,84.3085548571189,77.7988046927181
