t,S1,E1,I1,R1,S2,E2,I2,R2,S3,E3,I3,R3,S4,E4,I4,R4,S5,E5,I5,R5,S6,E6,I6,R6,S7,E7,I7,R7,S8,E8,I8,R8,S9,E9,I9,R9,S10,E10,I10,R10,S11,E11,I11,R11,S12,E12,I12,R12,S13,E13,I13,R13,S14,E14,I14,R14,S15,E15,I15,R15,S16,E16,I16,R16
0,249,1,0,0,250,0,0,0,250,0,0,0,250,0,0,0,250,0,0,0,250,0,0,0,250,0,0,0,250,0,0,0,250,0,0,0,250,0,0,0,250,0,0,0,250,0,0,0,250,0,0,0,250,0,0,0,250,0,0,0,250,0,0,0
0.0959055163609894,248.998679160783,0.952074962759388,0.0488511897579891,0.000394686699118216,250,0,0,0,250,0,0,0,250,0,0,0,250,0,0,0,250,0,0,0,250,0,0,0,250,0,0,0,250,0,0,0,250,0,0,0,250,0,0,0,250,0,0,0,250,0,0,0,250,0,0,0,250,0,0,0,250,0,0,0
0.198655486701131,248.994460768525,0.906073855286933,0.0978101561741991,0.00165522001345915,250,0,0,0,250,0,0,0,250,0,0,0,250,0,0,0,250,0,0,0,250,0,0,0,250,0,0,0,250,0,0,0,250,0,0,0,250,0,0,0,250,0,0,0,250,0,0,0,250,0,0,0,250,0,0,0,250,0,0,0
0.236494177083337,248.99221414086,0.890432797839187,0.115026498839705,0.00232656246064648,250,0,0,0,250,0,0,0,250,0,0,0,250,0,0,0,250,0,0,0,250,0,0,0,250,0,0,0,250,0,0,0,250,0,0,0,250,0,0,0,250,0,0,0,250,0,0,0,250,0,0,0,250,0,0,0,250,0,0,0
0.274332867465542,248.987080031428,0.875300695000059,0.131807412915426,0.00310462192212541,250.003372196092,1.02694718131125e-05,1.54642991308133e-06,3.6424361415334e-08,249.999083911607,1.18491485517176e-05,1.78430569228577e-06,4.20272483774376e-08,250.000214662596,9.47953295450231e-06,1.42747686086652e-06,3.36225604322526e-08,249.997279085826,1.18491122059542e-05,1.78430020814897e-06,4.20271190731141e-08,250.003374019354,8.68970278238753e-06,1.30854020811412e-06,3.08211461133666e-08,249.999084823232,1.10592688464357e-05,1.66536156558768e-06,3.92256578389735e-08,250.000214662598,9.47953045994756e-06,1.42747648446833e-06,3.36225515575808e-08,249.997279085826,1.18491122059542e-05,1.78430020814897e-06,4.20271190731141e-08,250.003374019354,8.68970278238753e-06,1.30854020811412e-06,3.08211461133666e-08,249.999084823232,1.10592688464357e-05,1.66536156558768e-06,3.92256578389735e-08,250.000214662598,9.47953045994756e-06,1.42747648446833e-06,3.36225515575808e-08,249.997279085826,1.18491122059542e-05,1.78430020814897e-06,4.20271190731141e-08,250.003374019354,8.68970278238753e-06,1.30854020811412e-06,3.08211461133666e-08,249.999084823232,1.10592688464357e-05,1.66536156558768e-06,3.92256578389735e-08,250.000214662598,9.47953045994756e-06,1.42747648446833e-06,3.36225515575808e-08
0.318703347538842,248.966562555764,0.857535980908403,0.150825307885157,0.00414572175721724,250.026071141029,7.78350955467616e-05,1.36896957890475e-05,3.76286667576877e-07,249.992917165814,8.97955409614002e-05,1.57933079894532e-05,4.34108348888464e-07,250.001659369628,7.18489786008824e-05,1.26368529913935e-05,3.47347331444329e-07,249.978963545875,8.97934087710049e-05,1.57929329729699e-05,4.34098040893019e-07,250.026085269299,6.58692369165834e-05,1.15851314952384e-05,3.18438816282883e-07,249.992924229617,8.3812893751852e-05,1.4741075459989e-05,4.05185787064586e-07,250.001659369801,7.18488325128045e-05,1.26368272969505e-05,3.47346625186851e-07,249.978963545875,8.97934087710049e-05,1.57929329729699e-05,4.34098040893019e-07,250.026085269299,6.58692369165834e-05,1.15851314952384e-05,3.18438816282883e-07,249.992924229617,8.3812893751852e-05,1.4741075459989e-05,4.05185787064586e-07,250.001659369801,7.18488325128045e-05,1.26368272969505e-05,3.47346625186851e-07,249.978963545875,8.97934087710049e-05,1.57929329729699e-05,4.34098040893019e-07,250.026085269299,6.58692369165834e-05,1.15851314952384e-05,3.18438816282883e-07,249.992924229617,8.3812893751852e-05,1.4741075459989e-05,4.05185787064586e-07,250.001659369801,7.18488325128045e-05,1.26368272969505e-05,3.47346625186851e-07
0.461733626069952,248.866148424074,0.804385424526678,0.207952631209302,0.0083962987395302,250.140894177885,0.00039587739822202,0.000102339477344288,4.13205306820405e-06,249.961715121015,0.000456391580722186,0.000117983238837798,4.7636819040732e-06,250.008962687201,0.000365457775008764,9.44756029894994e-05,3.81454195153942e-06,249.886303714683,0.000456332757672938,0.000117968040723505,4.76306784725254e-06,250.140971156806,0.000335213982336588,8.66571583806729e-05,3.49886637223969e-06,249.961753600616,0.000426067643943174,0.00011014408710942,4.44716967440408e-06,250.008962692278,0.000365453773668722,9.44745691657552e-05,3.81450018178552e-06,249.886303714683,0.000456332757672938,0.000117968040723505,4.76306784725254e-06,250.140971156806,0.000335213982336588,8.66571583806729e-05,3.49886637223969e-06,249.961753600616,0.000426067643943174,0.00011014408710942,4.44716967440408e-06,250.008962692278,0.000365453773668722,9.44745691657552e-05,3.81450018178552e-06,249.886303714683,0.000456332757672938,0.000117968040723505,4.76306784725254e-06,250.140971156806,0.000335213982336588,8.66571583806729e-05,3.49886637223969e-06,249.961753600616,0.000426067643943174,0.00011014408710942,4.44716967440408e-06,250.008962692278,0.000365453773668722,9.44745691657552e-05,3.81450018178552e-06
0.585974922945064,248.873350384293,0.770269664882217,0.254985604658611,0.0132121665010387,250.109829620082,0.000295299209714511,9.77408924107557e-05,5.0643966419413e-06,249.97014689436,0.000340503126696644,0.000112702978066128,5.83964687011588e-06,250.006981008347,0.00027260284192191,9.02286302527151e-05,4.67515268920425e-06,249.911358820631,0.000340468962754883,0.000112691680740532,5.83906106514584e-06,250.109890678179,0.00025000860191264,8.27501400710492e-05,4.28765994674245e-06,249.970177417322,0.000317862338655237,0.000105209094990036,5.45135594133624e-06,250.006981011486,0.000272600513460521,9.02278602874192e-05,4.67511276440842e-06,249.911358820631,0.000340468962754883,0.000112691680740532,5.83906106514584e-06,250.109890678179,0.00025000860191264,8.27501400710492e-05,4.28765994674245e-06,249.970177417322,0.000317862338655237,0.000105209094990036,5.45135594133624e-06,250.006981011486,0.000272600513460521,9.02278602874192e-05,4.67511276440842e-06,249.911358820631,0.000340468962754883,0.000112691680740532,5.83906106514584e-06,250.109890678179,0.00025000860191264,8.27501400710492e-05,4.28765994674245e-06,249.970177417322,0.000317862338655237,0.000105209094990036,5.45135594133624e-06,250.006981011486,0.000272600513460521,9.02278602874192e-05,4.67511276440842e-06
0.742537749802378,248.930540018007,0.737285223908661,0.311280027936136,0.0207053459091597,250.000235784275,6.65374847977807e-07,2.63489686015499e-07,1.71591432095705e-08,249.999935779946,7.67952847947775e-07,3.04218203374846e-07,1.98031616568064e-08,250.000014908801,6.14175127263024e-07,2.4320520213712e-07,1.58388735243208e-08,249.999809523725,7.67985005184176e-07,3.04246965117277e-07,1.98037851812437e-08,250.00023593007,5.62877710124482e-07,2.22834154327032e-07,1.45167080013134e-08,249.999935852851,7.16700839331554e-07,2.83886777446569e-07,1.84818673036049e-08,250.000014908797,6.14177309649186e-07,2.43207154521758e-07,1.58389143087387e-08,249.999809523725,7.67985005184176e-07,3.04246965117277e-07,1.98037851812437e-08,250.00023593007,5.62877710124482e-07,2.22834154327032e-07,1.45167080013134e-08,249.999935852851,7.16700839331554e-07,2.83886777446569e-07,1.84818673036049e-08,250.000014908797,6.14177309649186e-07,2.43207154521758e-07,1.58389143087387e-08,249.999809523725,7.67985005184176e-07,3.04246965117277e-07,1.98037851812437e-08,250.00023593007,5.62877710124482e-07,2.22834154327032e-07,1.45167080013134e-08,249.999935852851,7.16700839331554e-07,2.83886777446569e-07,1.84818673036049e-08,250.000014908797,6.14177309649186e-07,2.43207154521758e-07,1.58389143087387e-08
0.870462167795739,248.907599524727,0.712257953970382,0.352983805094595,0.0277925111463421,249.999210689106,-1.89911301343483e-06,-9.57742610596035e-07,-7.59235159822129e-08,250.000214648519,-2.19106258583837e-06,-1.10488154081608e-06,-8.75953797593578e-08,249.999949890972,-1.75304525862055e-06,-8.84087313800792e-07,-7.00839599811845e-08,250.000637178413,-2.1910290926564e-06,-1.10485059496276e-06,-8.75940766249351e-08,249.999210238179,-1.60707913335005e-06,-8.10525199026648e-07,-6.42483448316878e-08,250.000214423064,-2.04504930804377e-06,-1.03127673455656e-06,-8.17579572251048e-08,249.999949890967,-1.75304298437442e-06,-8.84085212596273e-07,-7.00838730227536e-08,250.000637178413,-2.1910290926564e-06,-1.10485059496276e-06,-8.75940766249351e-08,249.999210238179,-1.60707913335005e-06,-8.10525199026648e-07,-6.42483448316878e-08,250.000214423064,-2.04504930804377e-06,-1.03127673455656e-06,-8.17579572251048e-08,249.999949890967,-1.75304298437442e-06,-8.84085212596273e-07,-7.00838730227536e-08,250.000637178413,-2.1910290926564e-06,-1.10485059496276e-06,-8.75940766249351e-08,249.999210238179,-1.60707913335005e-06,-8.10525199026648e-07,-6.42483448316878e-08,250.000214423064,-2.04504930804377e-06,-1.03127673455656e-06,-8.17579572251048e-08,249.999949890967,-1.75304298437442e-06,-8.84085212596273e-07,-7.00838730227536e-08
