t,S1,E1,I1,R1,S2,E2,I2,R2,S3,E3,I3,R3,S4,E4,I4,R4,S5,E5,I5,R5,S6,E6,I6,R6,S7,E7,I7,R7,S8,E8,I8,R8,S9,E9,I9,R9,S10,E10,I10,R10,S11,E11,I11,R11,S12,E12,I12,R12,S13,E13,I13,R13,S14,E14,I14,R14,S15,E15,I15,R15,S16,E16,I16,R16
0,999,1,0,0,1000,0,0,0,1000,0,0,0,1000,0,0,0,1000,0,0,0,1000,0,0,0,1000,0,0,0,1000,0,0,0,1000,0,0,0,1000,0,0,0,1000,0,0,0,1000,0,0,0,1000,0,0,0,1000,0,0,0,1000,0,0,0,1000,0,0,0
0.0959055163609894,998.998675178823,0.952078878224418,0.0488512559875289,0.000394686965516112,1000,0,0,0,1000,0,0,0,1000,0,0,0,1000,0,0,0,1000,0,0,0,1000,0,0,0,1000,0,0,0,1000,0,0,0,1000,0,0,0,1000,0,0,0,1000,0,0,0,1000,0,0,0,1000,0,0,0,1000,0,0,0,1000,0,0,0
0.233332876909205,998.992392739517,0.891735882758882,0.113605037143487,0.00226634058102421,1000,0,0,0,1000,0,0,0,1000,0,0,0,1000,0,0,0,1000,0,0,0,1000,0,0,0,1000,0,0,0,1000,0,0,0,1000,0,0,0,1000,0,0,0,1000,0,0,0,1000,0,0,0,1000,0,0,0,1000,0,0,0,1000,0,0,0
0.37076023745742,999.006134062032,0.839496709787432,0.172755782480758,0.00555255166920844,1000.01431470973,4.02126585957376e-05,8.27524375057894e-06,2.65947031161073e-07,1000.00471957767,5.62879432614376e-05,1.15833192040498e-05,3.72260054181378e-07,999.956836494053,6.03061553546442e-05,1.24102120728314e-05,3.98834208655643e-07,1000.02389035249,4.02123529905727e-05,8.2751805661162e-06,2.65944975630002e-07,1000.01429521991,5.62880674793997e-05,1.15833448991407e-05,3.72260890546099e-07,1000.00473906796,4.02121522857408e-05,8.27513905174808e-06,2.65943624461671e-07,999.956855984804,4.42299822337535e-05,9.10195291554972e-06,2.92515208944245e-07,1000.02389035249,4.02123529905727e-05,8.2751805661162e-06,2.65944975630002e-07,1000.01429521991,5.62880674793997e-05,1.15833448991407e-05,3.72260890546099e-07,1000.00473906796,4.02121522857408e-05,8.27513905174808e-06,2.65943624461671e-07,999.956855984804,4.42299822337535e-05,9.10195291554972e-06,2.92515208944245e-07,1000.02389035249,4.02123529905727e-05,8.2751805661162e-06,2.65944975630002e-07,1000.01429521991,5.62880674793997e-05,1.15833448991407e-05,3.72260890546099e-07,1000.00473906796,4.02121522857408e-05,8.27513905174808e-06,2.65943624461671e-07,999.956855984804,4.42299822337535e-05,9.10195291554972e-06,2.92515208944245e-07
0.508405652644171,999.017834596075,0.795016712873536,0.227138764422748,0.0101411031989065,1000.02997510181,7.97903036182449e-05,2.27960693172488e-05,1.01775741565459e-06,1000.00988124257,0.000111665583764374,3.19028215080337e-05,1.42433797407604e-06,999.909608545592,0.000119631851574436,3.41787798891406e-05,1.52595046314129e-06,1000.05002757409,7.97890289815607e-05,2.27957049377924e-05,1.01774111235294e-06,1000.02993371252,0.000111666104143938,3.19029702809577e-05,1.42434463120288e-06,1000.00992263393,7.97881884917004e-05,2.27954646495469e-05,1.0177303603129e-06,999.909649939021,8.77528628742628e-05,2.50709675196343e-05,1.11932246879829e-06,1000.05002757409,7.97890289815607e-05,2.27957049377924e-05,1.01774111235294e-06,1000.02993371252,0.000111666104143938,3.19029702809577e-05,1.42434463120288e-06,1000.00992263393,7.97881884917004e-05,2.27954646495469e-05,1.0177303603129e-06,999.909649939021,8.77528628742628e-05,2.50709675196343e-05,1.11932246879829e-06,1000.05002757409,7.97890289815607e-05,2.27957049377924e-05,1.01774111235294e-06,1000.02993371252,0.000111666104143938,3.19029702809577e-05,1.42434463120288e-06,1000.00992263393,7.97881884917004e-05,2.27954646495469e-05,1.0177303603129e-06,999.909649939021,8.77528628742628e-05,2.50709675196343e-05,1.11932246879829e-06
0.693229732683395,998.945466028497,0.748242611628414,0.294454583443361,0.0182127387871545,1000.00381204369,9.5457001410883e-06,3.75575147615319e-06,2.32270225865481e-07,1000.00125624602,1.33634366858948e-05,5.25785195219895e-06,3.25162643110413e-07,999.988502968172,1.43178378533167e-05,5.63336483895787e-06,3.48384779217523e-07,1000.00636242866,9.54568307273676e-06,3.75574519003257e-06,2.32269734479146e-07,1000.00380663095,1.33634434293237e-05,5.25785445163013e-06,3.25162840702405e-07,1000.00126165879,9.54567212087918e-06,3.7557411392682e-06,2.32269414905514e-07,999.988508380971,1.05000518420812e-05,4.13124614335032e-06,2.55490936112786e-07,1000.00636242866,9.54568307273676e-06,3.75574519003257e-06,2.32269734479146e-07,1000.00380663095,1.33634434293237e-05,5.25785445163013e-06,3.25162840702405e-07,1000.00126165879,9.54567212087918e-06,3.7557411392682e-06,2.32269414905514e-07,999.988508380971,1.05000518420812e-05,4.13124614335032e-06,2.55490936112786e-07,1000.00636242866,9.54568307273676e-06,3.75574519003257e-06,2.32269734479146e-07,1000.00380663095,1.33634434293237e-05,5.25785445163013e-06,3.25162840702405e-07,1000.00126165879,9.54567212087918e-06,3.7557411392682e-06,2.32269414905514e-07,999.988508380971,1.05000518420812e-05,4.13124614335032e-06,2.55490936112786e-07
0.861708777858491,998.909847388732,0.714015017137301,0.350219329660036,0.0272785946538752,1000.00081322467,1.94566946595358e-06,9.53520046469431e-07,7.42512783386523e-08,1000.00026790307,2.72402989475438e-06,1.33498384208452e-06,1.03952870906822e-07,999.997546945312,2.91862663550634e-06,1.43035357988938e-06,1.11378353015496e-07,1000.00135735674,1.94567228509687e-06,9.5352175307495e-07,7.42513096768314e-08,1000.00081203515,2.72402856180844e-06,1.33498307620158e-06,1.03952854112206e-07,1000.00026909259,1.94567438270308e-06,9.53522972134485e-07,7.42513359634661e-08,999.997548134825,2.14027454078448e-06,1.04889480925502e-06,8.167685575257e-08,1000.00135735674,1.94567228509687e-06,9.5352175307495e-07,7.42513096768314e-08,1000.00081203515,2.72402856180844e-06,1.33498307620158e-06,1.03952854112206e-07,1000.00026909259,1.94567438270308e-06,9.53522972134485e-07,7.42513359634661e-08,999.997548134825,2.14027454078448e-06,1.04889480925502e-06,8.167685575257e-08,1000.00135735674,1.94567228509687e-06,9.5352175307495e-07,7.42513096768314e-08,1000.00081203515,2.72402856180844e-06,1.33498307620158e-06,1.03952854112206e-07,1000.00026909259,1.94567438270308e-06,9.53522972134485e-07,7.42513359634661e-08,999.997548134825,2.14027454078448e-06,1.04889480925502e-06,8.167685575257e-08
1.01028144282369,998.878824676857,0.690173506979744,0.395840369315374,0.0365217770309429,1000.00081314011,1.88072771619534e-06,1.07785689915748e-06,9.94186949423908e-08,1000.00026778468,2.63310917369423e-06,1.50906113470199e-06,1.39188706524271e-07,999.997546818462,2.82121099276175e-06,1.61686639492219e-06,1.49131392363833e-07,1000.00135727217,1.88073046695834e-06,1.07785877898318e-06,9.94187707042507e-08,1000.00081191675,2.63310787632643e-06,1.50906028604157e-06,1.39188669729938e-07,1000.00026900803,1.88073250966993e-06,1.0778601280116e-06,9.94188288020178e-08,999.997548041804,2.06883766561719e-06,1.18566769687077e-06,1.09361606920808e-07,1000.00135727217,1.88073046695834e-06,1.07785877898318e-06,9.94187707042507e-08,1000.00081191675,2.63310787632643e-06,1.50906028604157e-06,1.39188669729938e-07,1000.00026900803,1.88073250966993e-06,1.0778601280116e-06,9.94188288020178e-08,999.997548041804,2.06883766561719e-06,1.18566769687077e-06,1.09361606920808e-07,1000.00135727217,1.88073046695834e-06,1.07785877898318e-06,9.94187707042507e-08,1000.00081191675,2.63310787632643e-06,1.50906028604157e-06,1.39188669729938e-07,1000.00026900803,1.88073250966993e-06,1.0778601280116e-06,9.94188288020178e-08,999.997548041804,2.06883766561719e-06,1.18566769687077e-06,1.09361606920808e-07
1.22053949817841,998.828695704389,0.665388083080889,0.455818287553435,0.0514582551591924,1000.00081300344,1.81324740211129e-06,1.24132813247281e-06,1.40092813441774e-07,1000.00026759334,2.53863455389019e-06,1.73792844230754e-06,1.96134761032327e-07,999.997546613454,2.7199876200129e-06,1.86208326792862e-06,2.10145587795615e-07,1000.00135713551,1.81325008746505e-06,1.24133024280943e-06,1.40092959161973e-07,1000.00081172541,2.53863329153524e-06,1.73792748385565e-06,1.96134692552134e-07,1000.00026887136,1.81325207645432e-06,1.24133176434262e-06,1.40093067591285e-07,999.997547891469,1.99460840324531e-06,1.36548917743136e-06,1.54104072474076e-07,1000.00135713551,1.81325008746505e-06,1.24133024280943e-06,1.40092959161973e-07,1000.00081172541,2.53863329153524e-06,1.73792748385565e-06,1.96134692552134e-07,1000.00026887136,1.81325207645432e-06,1.24133176434262e-06,1.40093067591285e-07,999.997547891469,1.99460840324531e-06,1.36548917743136e-06,1.54104072474076e-07,1000.00135713551,1.81325008746505e-06,1.24133024280943e-06,1.40092959161973e-07,1000.00081172541,2.53863329153524e-06,1.73792748385565e-06,1.96134692552134e-07,1000.00026887136,1.81325207645432e-06,1.24133176434262e-06,1.40093067591285e-07,999.997547891469,1.99460840324531e-06,1.36548917743136e-06,1.54104072474076e-07
1.38065450085244,998.813809027025,0.652033012628863,0.498116634936031,0.0641379407248555,1000.01678969115,3.66639122694648e-05,2.80079153656572e-05,3.60620808693375e-06,1000.00552375292,5.13192359000125e-05,3.92032338194162e-05,5.04767184861846e-06,999.94932370045,5.49824324362736e-05,4.2001576963576e-05,5.40797453656113e-06,1000.02802833788,3.66635918536982e-05,2.80076698754266e-05,3.60617620216605e-06,1000.01676239881,5.13193653615772e-05,3.92033330884844e-05,5.04768475463889e-06,1000.00555104602,3.66633824580485e-05,2.80075093365859e-05,3.60615533384111e-06,999.949350994293,4.03261778715255e-05,3.08055452038839e-05,3.96641811883257e-06,1000.02802833788,3.66635918536982e-05,2.80076698754266e-05,3.60617620216605e-06,1000.01676239881,5.13193653615772e-05,3.92033330884844e-05,5.04768475463889e-06,1000.00555104602,3.66633824580485e-05,2.80075093365859e-05,3.60615533384111e-06,999.949350994293,4.03261778715255e-05,3.08055452038839e-05,3.96641811883257e-06,1000.02802833788,3.66635918536982e-05,2.80076698754266e-05,3.60617620216605e-06,1000.01676239881,5.13193653615772e-05,3.92033330884844e-05,5.04768475463889e-06,1000.00555104602,3.66633824580485e-05,2.80075093365859e-05,3.60615533384111e-06,999.949350994293,4.03261778715255e-05,3.08055452038839e-05,3.96641811883257e-06
