t,S1,E1,I1,R1,S2,E2,I2,R2,S3,E3,I3,R3,S4,E4,I4,R4,S5,E5,I5,R5,S6,E6,I6,R6,S7,E7,I7,R7,S8,E8,I8,R8,S9,E9,I9,R9,S10,E10,I10,R10,S11,E11,I11,R11,S12,E12,I12,R12,S13,E13,I13,R13,S14,E14,I14,R14,S15,E15,I15,R15,S16,E16,I16,R16
0.720454551312013,248.937649400598,0.741585783596345,0.303605912002781,0.0195599083687463,249.991942359248,0.000117560552364716,4.7976792422245e-05,3.0884036725565e-06,250.022088294942,0.000144137635125891,5.88232047815059e-05,3.78662006217805e-06,249.983021412778,0.000119602805978796,4.88103891085783e-05,3.14206309109932e-06,250.002386335525,1.0227018663538e-05,4.17336853307671e-06,2.68653881055688e-07,249.992094850256,1.12488397712232e-05,4.5904011392643e-06,2.95499064245113e-07,250.022274508975,1.43154642387689e-05,5.8419006526562e-06,3.76061315131193e-07,249.983176833209,1.1248902834505e-05,4.59042313191234e-06,2.95500529441805e-07,250.002386335525,1.0227018663538e-05,4.17336853307671e-06,2.68653881055688e-07,249.992094850256,1.12488397712232e-05,4.59040113926431e-06,2.95499064245112e-07,250.022274508975,1.43154642387689e-05,5.8419006526562e-06,3.76061315131193e-07,249.983176833209,1.12489028345051e-05,4.59042313191234e-06,2.95500529441805e-07,250.002386335525,1.0227018663538e-05,4.17336853307671e-06,2.68653881055688e-07,249.992094850256,1.12488397712232e-05,4.59040113926431e-06,2.95499064245112e-07,250.022274508975,1.43154642387689e-05,5.8419006526562e-06,3.76061315131193e-07,249.983176833209,1.1248902834505e-05,4.59042313191236e-06,2.95500529441806e-07
0.783038040638953,248.923298495252,0.728890759490494,0.324779399303517,0.0228536157806933,250.000595945083,-7.99722234565286e-06,-3.71273110275286e-06,-2.64561368581663e-07,249.998364330354,-9.80556174241972e-06,-4.55203310571853e-06,-3.24365674026969e-07,250.001256293327,-8.13595924714872e-06,-3.77701283462922e-06,-2.69143466669443e-07,249.99982331225,-6.95994459787439e-07,-3.23386435192405e-07,-2.30419356693419e-08,250.000585116961,-7.65444875400399e-07,-3.55608802963939e-07,-2.53384520063767e-08,249.998351107063,-9.7400001607258e-07,-4.52431862801731e-07,-3.22382791221286e-08,250.001245257621,-7.65454138467746e-07,-3.55616320862213e-07,-2.53389390485188e-08,249.99982331225,-6.95994459787439e-07,-3.23386435192405e-07,-2.30419356693419e-08,250.000585116961,-7.65444875400399e-07,-3.55608802963925e-07,-2.53384520063774e-08,249.998351107063,-9.7400001607258e-07,-4.52431862801731e-07,-3.22382791221286e-08,250.001245257621,-7.65454138467717e-07,-3.55616320862211e-07,-2.53389390485187e-08,249.99982331225,-6.95994459787439e-07,-3.23386435192405e-07,-2.30419356693419e-08,250.000585116961,-7.65444875400399e-07,-3.55608802963925e-07,-2.53384520063774e-08,249.998351107063,-9.7400001607258e-07,-4.52431862801731e-07,-3.22382791221286e-08,250.001245257621,-7.65454138467741e-07,-3.55616320862199e-07,-2.53389390485177e-08
0.845621529965892,248.911609141234,0.716774009318313,0.345091401448922,0.0263477178254933,250.000596079101,-7.86995117686128e-06,-3.93413388771609e-06,-3.04447643885283e-07,249.998364494668,-9.64950420817892e-06,-4.82350189505074e-06,-3.7326874410643e-07,250.001256429665,-8.00647579654847e-06,-4.00225779330674e-06,-3.09720374040871e-07,249.999823323923,-6.84927344535988e-07,-3.42652373530576e-07,-2.65160132277211e-08,250.000585129797,-7.53271805134894e-07,-3.76797671140046e-07,-2.91587053332461e-08,249.998351123394,-9.58507938589141e-07,-4.79394563986834e-07,-3.70987128534184e-08,250.001245270457,-7.53281031153307e-07,-3.76805413924367e-07,-2.91592719673848e-08,249.999823323923,-6.84927344535988e-07,-3.42652373530576e-07,-2.65160132277211e-08,250.000585129797,-7.53271805134893e-07,-3.76797671140032e-07,-2.91587053332467e-08,249.998351123394,-9.58507938589141e-07,-4.79394563986834e-07,-3.70987128534184e-08,250.001245270457,-7.53281031153279e-07,-3.76805413924365e-07,-2.91592719673847e-08,249.999823323923,-6.84927344535988e-07,-3.42652373530576e-07,-2.65160132277211e-08,250.000585129797,-7.53271805134893e-07,-3.76797671140032e-07,-2.91587053332467e-08,249.998351123394,-9.58507938589141e-07,-4.79394563986834e-07,-3.70987128534184e-08,250.001245270457,-7.53281031153302e-07,-3.76805413924354e-07,-2.91592719673836e-08
1.13132546040128,248.849669928511,0.674370448639868,0.430916988725554,0.0448649039505159,250.000596785008,-7.42835981054019e-06,-4.8715409292048e-06,-5.14539016758629e-07,249.99836536016,-9.10802847093657e-06,-5.97288310027739e-06,-6.30855784398139e-07,250.001257147799,-7.55720586783155e-06,-4.95593096159601e-06,-5.23450544869653e-07,249.999823385399,-6.46533467262058e-07,-4.24226291298354e-07,-4.48126404425857e-08,250.000585197401,-7.11040190595324e-07,-4.66512941097778e-07,-4.92788981703432e-08,249.998351209407,-9.04760417728775e-07,-5.93555929697327e-07,-6.26977994330159e-08,250.001245338062,-7.11049354645947e-07,-4.66521672008062e-07,-4.92798572443808e-08,249.999823385399,-6.46533467262058e-07,-4.24226291298354e-07,-4.48126404425857e-08,250.000585197401,-7.11040190595321e-07,-4.66512941097765e-07,-4.92788981703432e-08,249.998351209407,-9.04760417728775e-07,-5.93555929697327e-07,-6.26977994330159e-08,250.001245338062,-7.11049354645922e-07,-4.66521672008055e-07,-4.92798572443805e-08,249.999823385399,-6.46533467262058e-07,-4.24226291298354e-07,-4.48126404425857e-08,250.000585197401,-7.11040190595321e-07,-4.66512941097765e-07,-4.92788981703432e-08,249.998351209407,-9.04760417728775e-07,-5.93555929697327e-07,-6.26977994330159e-08,250.001245338062,-7.1104935464594e-07,-4.66521672008048e-07,-4.9279857244379e-08
1.20362179686418,248.831896009498,0.666634781171091,0.451112079501212,0.0501793996570695,250.000596986732,-7.3489769799385e-06,-5.09261032676611e-06,-5.74575693257944e-07,249.998365607489,-9.01068845021921e-06,-6.24394188418153e-06,-7.04465423177998e-07,250.001257353017,-7.47644187999321e-06,-5.18083604985535e-06,-5.84527277766037e-07,249.999823402966,-6.39633308182087e-07,-4.43464694819592e-07,-5.00407100876125e-08,250.000585216718,-7.03450009655721e-07,-4.87671268348238e-07,-5.50281126683581e-08,249.998351233985,-8.95100080815315e-07,-6.204794000864e-07,-7.0012686433413e-08,250.00124535738,-7.03459183246582e-07,-4.8768024144486e-07,-5.50291784061977e-08,249.999823402966,-6.39633308182087e-07,-4.43464694819592e-07,-5.00407100876125e-08,250.000585216718,-7.03450009655719e-07,-4.87671268348225e-07,-5.50281126683579e-08,249.998351233985,-8.95100080815315e-07,-6.204794000864e-07,-7.0012686433413e-08,250.00124535738,-7.03459183246558e-07,-4.87680241444853e-07,-5.50291784061974e-08,249.999823402966,-6.39633308182087e-07,-4.43464694819592e-07,-5.00407100876125e-08,250.000585216718,-7.03450009655719e-07,-4.87671268348225e-07,-5.50281126683579e-08,249.998351233985,-8.95100080815315e-07,-6.204794000864e-07,-7.0012686433413e-08,250.00124535738,-7.03459183246575e-07,-4.87680241444847e-07,-5.50291784061957e-08
1.24797443223371,248.820593776801,0.662425335127005,0.463244133494121,0.0535590244045507,250.000597114874,-7.30607747412137e-06,-5.22551447527447e-06,-6.12713250879434e-07,249.998365764601,-8.95808427899646e-06,-6.40689890035734e-06,-7.51225098972123e-07,250.001257483379,-7.43279576994811e-06,-5.31604609694348e-06,-6.23325553233896e-07,249.999823414124,-6.35904815462787e-07,-4.55030730939709e-07,-5.33617030325239e-08,250.000585228989,-6.9934858707961e-07,-5.00391527344898e-07,-5.86801619730535e-08,249.998351249598,-8.89879920536713e-07,-6.36665591253255e-07,-7.46593096489825e-08,250.001245369651,-6.9935777111273e-07,-5.00400647825061e-07,-5.86812945862319e-08,249.999823414124,-6.35904815462787e-07,-4.55030730939709e-07,-5.33617030325239e-08,250.000585228989,-6.99348587079606e-07,-5.00391527344885e-07,-5.86801619730532e-08,249.998351249598,-8.89879920536713e-07,-6.36665591253255e-07,-7.46593096489825e-08,250.001245369651,-6.99357771112706e-07,-5.00400647825054e-07,-5.86812945862314e-08,249.999823414124,-6.35904815462787e-07,-4.55030730939709e-07,-5.33617030325239e-08,250.000585228989,-6.99348587079606e-07,-5.00391527344885e-07,-5.86801619730532e-08,249.998351249598,-8.89879920536713e-07,-6.36665591253255e-07,-7.46593096489825e-08,250.001245369651,-6.99357771112722e-07,-5.00400647825048e-07,-5.86812945862297e-08
1.29232706760324,248.815555446826,0.657671051090504,0.474518434473892,0.0569466333157123,249.984217473824,0.000203263872028113,0.000146540598847642,1.75772407792097e-05,250.043114106714,0.000249213571058269,0.00017966764521929,2.15507726208887e-05,249.966785285067,0.000206789989026547,0.000149082819493054,1.78821792454689e-05,250.004659589305,1.76919566744457e-05,1.27545703609751e-05,1.52987395453734e-06,249.984549687748,1.94576664809633e-05,1.40275554309135e-05,1.68256645230915e-06,250.043519788469,2.47594131484673e-05,1.78497856156179e-05,2.1410347017931e-06,249.967123871826,1.9457911810024e-05,1.40277295184613e-05,1.68258723255707e-06,250.004659589305,1.76919566744457e-05,1.27545703609751e-05,1.52987395453734e-06,249.984549687748,1.94576664809633e-05,1.40275554309135e-05,1.68256645230915e-06,250.043519788469,2.47594131484673e-05,1.78497856156179e-05,2.1410347017931e-06,249.967123871826,1.9457911810024e-05,1.40277295184613e-05,1.68258723255707e-06,250.004659589305,1.76919566744457e-05,1.27545703609751e-05,1.52987395453734e-06,249.984549687748,1.94576664809633e-05,1.40275554309135e-05,1.68256645230915e-06,250.043519788469,2.47594131484673e-05,1.78497856156179e-05,2.1410347017931e-06,249.967123871826,1.9457911810024e-05,1.40277295184613e-05,1.68258723255707e-06
1.34720169448957,248.825376553268,0.650015507860555,0.486456508658142,0.0610284190629846,249.923028682987,0.0009793675879834,0.000732779121432439,9.19212246878924e-05,250.21021746702,0.00120066538180437,0.000898358005157293,0.000112691771990239,249.83802603588,0.000996182372314111,0.000745360352696344,9.34994451924279e-05,250.022719359802,8.55716622187307e-05,6.40258715911714e-05,8.03151399881309e-06,249.924659515987,9.40435572567156e-05,7.0364706466e-05,8.82667067916371e-06,250.212208920518,0.000119572778843487,8.94660965820042e-05,1.12227856747316e-05,249.839687832418,9.40493667631114e-05,7.03690499966425e-05,8.82721538293703e-06,250.022719359802,8.55716622187307e-05,6.40258715911714e-05,8.03151399881309e-06,249.924659515987,9.40435572567156e-05,7.0364706466e-05,8.82667067916371e-06,250.212208920518,0.000119572778843487,8.94660965820042e-05,1.12227856747316e-05,249.839687832418,9.40493667631115e-05,7.03690499966426e-05,8.82721538293703e-06,250.022719359802,8.55716622187307e-05,6.40258715911714e-05,8.03151399881309e-06,249.924659515987,9.40435572567156e-05,7.0364706466e-05,8.82667067916371e-06,250.212208920518,0.000119572778843487,8.94660965820042e-05,1.12227856747316e-05,249.839687832418,9.40493667631115e-05,7.03690499966426e-05,8.82721538293703e-06
1.45902931524511,248.851696977443,0.635284204087321,0.508838077408768,0.0694995415085977,249.780144944062,0.00274121551677307,0.00219511738821335,0.00029980727650066,250.600113546446,0.00336003052395824,0.0026906541793904,0.000367487292227461,249.537444547455,0.00278713272599735,0.00223188737848984,0.000304829307333713,250.064857214509,0.000241649102264986,0.000193507745115876,2.64290915103418e-05,249.784874646745,0.000265129690099204,0.000212310631933686,2.89971767902736e-05,250.605888969675,0.000336491146589285,0.000269455627668926,3.6801992521716e-05,249.54226187615,0.000265173260873813,0.000212345516020852,2.90019408154368e-05,250.064857214509,0.000241649102264986,0.000193507745115876,2.64290915103418e-05,249.784874646745,0.000265129690099204,0.000212310631933686,2.89971767902736e-05,250.605888969675,0.000336491146589285,0.000269455627668926,3.6801992521716e-05,249.54226187615,0.000265173260873813,0.000212345516020852,2.90019408154368e-05,250.064857214509,0.000241649102264986,0.000193507745115876,2.64290915103418e-05,249.784874646745,0.000265129690099204,0.000212310631933686,2.89971767902736e-05,250.605888969675,0.000336491146589285,0.000269455627668926,3.6801992521716e-05,249.54226187615,0.000265173260873813,0.000212345516020852,2.90019408154368e-05
1.56998762573991,248.80828153166,0.632135993469728,0.537402014858685,0.0793509582586456,249.807439987981,0.0023866764734562,0.00202798692916436,0.000299425805928617,250.52509045715,0.00292554914150915,0.00248587451940995,0.000367031479552337,249.595013077406,0.00242684789209451,0.00206212131580368,0.00030446565972984,250.056755640164,0.000210037175936469,0.000178470367813112,2.63505393124524e-05,249.811698762479,0.000230519783711715,0.000195874691256994,2.89202356056566e-05,250.530290846991,0.00029266670118882,0.000248681591741808,3.67170065188175e-05,249.599351131157,0.000230553407584812,0.000195903256691738,2.89244526561443e-05,250.056755640164,0.000210037175936469,0.000178470367813112,2.63505393124524e-05,249.811698762479,0.000230519783711715,0.000195874691256994,2.89202356056566e-05,250.530290846991,0.00029266670118882,0.000248681591741808,3.67170065188175e-05,249.599351131157,0.000230553407584812,0.000195903256691738,2.89244526561443e-05,250.056755640164,0.000210037175936469,0.000178470367813112,2.63505393124524e-05,249.811698762479,0.000230519783711715,0.000195874691256994,2.89202356056566e-05,250.530290846991,0.00029266670118882,0.000248681591741808,3.67170065188175e-05,249.599351131157,0.000230553407584812,0.000195903256691738,2.89244526561443e-05
1.69346302142427,248.702992929226,0.638177144886357,0.575137968964539,0.0920169388801923,249.971929580174,0.000351239021657246,0.000315262990628269,5.0405667885074e-05,250.076424447413,0.000430631962609178,0.000386525097913779,6.17994168413636e-05,249.940995806316,0.000357320386681093,0.00032072122941041,5.12783652951405e-05,250.00826253693,3.05939738649436e-05,2.74605635397477e-05,4.39049029801506e-06,249.972577820123,3.36427547657069e-05,3.01969753689241e-05,4.82800113131625e-06,250.07721603915,4.28031651035567e-05,3.84190017677352e-05,6.14257414427573e-06,249.941656457042,3.36434971523756e-05,3.0197649673748e-05,4.82810865943768e-06,250.00826253693,3.05939738649436e-05,2.74605635397477e-05,4.39049029801506e-06,249.972577820123,3.36427547657069e-05,3.01969753689241e-05,4.82800113131625e-06,250.07721603915,4.28031651035567e-05,3.84190017677352e-05,6.14257414427573e-06,249.941656457042,3.36434971523756e-05,3.0197649673748e-05,4.82810865943768e-06,250.00826253693,3.05939738649436e-05,2.74605635397478e-05,4.39049029801506e-06,249.972577820123,3.36427547657069e-05,3.01969753689241e-05,4.82800113131625e-06,250.07721603915,4.28031651035567e-05,3.84190017677352e-05,6.14257414427573e-06,249.941656457042,3.36434971523756e-05,3.0197649673748e-05,4.82810865943768e-06
1.72599144939054,248.682965513303,0.639031018344029,0.584093757946817,0.0953476131271741,249.995148488858,6.22744012832064e-05,5.56520886286382e-05,9.04714109120055e-06,250.013196275038,7.63523073651005e-05,6.82339258145141e-05,1.10925648521564e-05,249.98980549844,6.33579151528791e-05,5.66200878977017e-05,9.20451182883888e-06,250.001426862339,5.41459703319032e-06,4.83913050243391e-06,7.866544574743e-07,249.995263317771,5.9562792456695e-06,5.3231057545435e-06,8.65332701790279e-07,250.013336496541,7.58100708974112e-06,6.77493826432397e-06,1.10134925038626e-06,249.989922536252,5.95626672823352e-06,5.32310409322424e-06,8.65332225284183e-07,250.001426862339,5.41459703319032e-06,4.83913050243391e-06,7.866544574743e-07,249.995263317771,5.9562792456695e-06,5.3231057545435e-06,8.65332701790279e-07,250.013336496541,7.58100708974112e-06,6.77493826432397e-06,1.10134925038626e-06,249.989922536252,5.95626672823352e-06,5.32310409322424e-06,8.65332225284183e-07,250.001426862339,5.41459703319029e-06,4.83913050243394e-06,7.86654457474299e-07,249.995263317771,5.9562792456695e-06,5.3231057545435e-06,8.65332701790279e-07,250.013336496541,7.58100708974112e-06,6.77493826432397e-06,1.10134925038626e-06,249.989922536252,5.95626672823352e-06,5.32310409322424e-06,8.65332225284187e-07
1.75178944117684,248.67230004296,0.639093449105496,0.590520848184625,0.0979181434384571,250.000562639343,-5.16716361972852e-06,-6.02226271375633e-06,-1.03917762495872e-06,249.998459485585,-6.33637862297126e-06,-7.38375068042636e-06,-1.27406500237985e-06,250.001185053009,-5.25566179474703e-06,-6.12607219401126e-06,-1.05709194630102e-06,249.999833551243,-4.51556722516507e-07,-5.25338131346753e-07,-9.06597577241053e-08,250.000551584043,-4.96142867140404e-07,-5.77499670672659e-07,-9.96621794587619e-08,249.998445983314,-6.30679715850031e-07,-7.34488654936111e-07,-1.26754925125665e-07,250.001173787552,-4.96179873350305e-07,-5.77523170748268e-07,-9.96662248269222e-08,249.999833551243,-4.51556722516507e-07,-5.25338131346753e-07,-9.06597577241053e-08,250.000551584043,-4.96142867140404e-07,-5.77499670672659e-07,-9.96621794587619e-08,249.998445983314,-6.30679715850031e-07,-7.34488654936111e-07,-1.26754925125665e-07,250.001173787552,-4.96179873350305e-07,-5.77523170748268e-07,-9.96662248269222e-08,249.999833551243,-4.5155672251653e-07,-5.25338131346727e-07,-9.0659757724106e-08,250.000551584043,-4.96142867140404e-07,-5.77499670672659e-07,-9.96621794587619e-08,249.998445983314,-6.30679715850031e-07,-7.34488654936111e-07,-1.26754925125665e-07,250.001173787552,-4.96179873350305e-07,-5.77523170748268e-07,-9.96662248269188e-08
1.77758743296314,248.66377027288,0.638946775625401,0.596645073538145,0.100470361644935,250.000562726665,-5.18421188841575e-06,-6.06654826708524e-06,-1.06516653077633e-06,249.998459592649,-6.3572671124069e-06,-7.43806217966506e-06,-1.30592940162985e-06,250.001185141837,-5.273011586032e-06,-6.17111343484358e-06,-1.08352882243741e-06,249.99983355886,-4.53033027456485e-07,-5.2921219543931e-07,-9.29268632325336e-08,250.000551592417,-4.97769097496005e-07,-5.8175503770067e-07,-1.02154381723241e-07,249.998445993964,-6.32752522143193e-07,-7.39896291480498e-07,-1.29924604267091e-07,250.001173795926,-4.97805944720876e-07,-5.81778937251575e-07,-1.02158528994055e-07,249.99983355886,-4.53033027456485e-07,-5.2921219543931e-07,-9.29268632325336e-08,250.000551592417,-4.97769097496005e-07,-5.8175503770067e-07,-1.02154381723241e-07,249.998445993964,-6.32752522143193e-07,-7.39896291480498e-07,-1.29924604267091e-07,250.001173795926,-4.97805944720876e-07,-5.81778937251575e-07,-1.02158528994055e-07,249.99983355886,-4.53033027456508e-07,-5.29212195439285e-07,-9.29268632325341e-08,250.000551592417,-4.97769097496005e-07,-5.8175503770067e-07,-1.02154381723241e-07,249.998445993964,-6.32752522143193e-07,-7.39896291480498e-07,-1.29924604267091e-07,250.001173795926,-4.97805944720876e-07,-5.81778937251575e-07,-1.02158528994052e-07
